DISK version 1
201.784
35
8.01372	-2.98592	11.8126	
-42.9056	-2.98592	39.1066	
11.1726	-42.6034	27.9306	
-79.471	-30.8914	6.89064	
-102.206	-14.2887	21.261	
33.4124	0.0984462	13.7726	
-76.2798	-93.695	11.3239	
-58.9744	-123.403	23.057	
16.2623	-101.968	31.6514	
44.3898	-66.9578	13.258	
92.0668	-77.436	35.557	
-30.025	-111.263	8.3349	
-90.1556	-40.0608	7.18908	
-18.0399	-123.798	9.00776	
60.5432	15.3027	17.3279	
62.2418	54.3102	21.7164	
-146.985	-47.8566	34.703	
-105.209	-99.2242	18.1291	
-113.436	-72.1918	6.74206	
-131.364	5.12146	13.7672	
31.3178	99.4618	33.0098	
1.10735	74.0118	6.49182	
115.485	70.1372	33.8294	
72.4256	84.96	10.581	
-37.6044	59.7678	23.8706	
-61.233	39.3152	6.99402	
111.135	28.77	7.7659	
-59.566	-169.026	22.5694	
128.174	-52.735	8.19036	
-79.1306	-146.28	7.43292	
-28.8126	97.7898	15.1547	
-15.1152	80.6276	6.8035	
-19.1816	151.844	39.751	
72.0808	103.49	7.95172	
154.647	-75.9804	27.0404	
