DISK version 1
185.337
33
-15.2575	-27.1104	15.3536	
3.13284	-48.2594	12.6728	
4.18596	-1.16633	17.0677	
-31.2494	2.83296	18.5926	
-26.5832	-59.7372	19.183	
-43.089	-32.1832	12.9365	
19.1909	-72.7696	16.6294	
-56.5954	-12.429	10.9937	
43.7102	-65.4534	8.95818	
63.061	-52.0396	14.5872	
-67.429	15.8489	19.2885	
91.6198	-67.4464	17.8625	
-54.6148	-51.919	9.91846	
88.0654	-103.856	18.7202	
88.45	-31.914	17.811	
-38.7004	37.0236	16.4004	
-99.8386	35.38	18.5512	
-83.2754	-50.9554	18.7583	
-68.5578	51.9822	16.8623	
-97.4312	72.2914	18.4385	
110.581	-87.0236	9.3915	
-63.609	86.8988	18.4033	
124.515	-111.124	18.4469	
-93.089	108.786	18.3131	
-65.8306	114.819	9.60522	
102.307	-128.531	9.76986	
-126.443	94.3738	18.0213	
58.6206	-25.0072	12.8075	
-44.829	110.579	11.82	
74.4236	-134.903	15.1914	
-75.9216	136.125	13.9694	
135.698	-86.3152	8.76592	
-15.9913	123.604	19.8226	
