DISK version 1
182.836
27
1.9518	-40.6093	18.3474
-9.6741	-86.4797	28.9734
-12.1182	-6.62117	18.4379
32.8074	-8.04942	26.5103
39.1475	-63.1402	25.1401
76.8618	-32.1212	23.6918
2.47782	39.0565	29.5151
77.0942	14.9734	23.4034
-47.4266	18.0442	24.6326
40.6324	-119.418	31.157
53.3178	56.1073	24.1079
115.439	-8.48755	21.5491
-42.738	65.1171	22.6732
-62.4986	-91.4633	24.0857
-82.4627	47.1592	20.9219
-94.3312	-7.99792	29.0165
105.444	57.9115	28.0493
-1.48101	99.4299	30.9879
152.075	25.752	28.5961
79.9736	-84.951	21.1468
56.0443	107.203	27.0602
25.2908	142.821	19.9978
-123.31	33.9857	21.9973
-152.009	-7.76035	28.6619
-36.645	-135.682	27.1367
114.853	-58.5583	22.5925
92.1145	-124.912	20.6173
