DISK version 1
83.7878
53
12.1729	-21.8372	6	
-33.8272	-21.8372	40	
14.4578	-4.78044	11.209	
1.96622	7.05642	6	
-6.72476	15.3309	6.00002	
10.6235	-33.7582	6.0214	
23.8758	-19.1836	6	
4.04784	20.6188	6.00038	
24.6346	9.40724	6.2511	
-6.04012	27.5524	6.24066	
24.1656	-32.7394	7.55892	
16.7584	-44.0964	6	
31.3388	-9.41176	6.29576	
-28.9254	23.9038	6.00288	
-43.3506	25.761	8.54152	
-56.4576	18.6408	6.3745	
28.6728	-45.5272	6	
-16.9657	33.073	6.0004	
-66.1254	10.9168	6	
34.6956	2.41692	6	
20.2152	28.8984	12.1638	
36.5144	17.1492	7.92872	
45.8588	6.81992	6.00016	
12.9631	-55.4808	6.00038	
44.1144	-5.11088	6.05748	
9.41212	56.3554	17.342	
38.2606	30.968	6	
35.7542	-20.8874	6	
37.7984	-32.7872	6.07408	
55.2948	-0.594784	6.00042	
-2.69878	-55.7076	6.00204	
-13.0778	50.1026	6.00098	
-12.8151	-63.8862	7.00678	
-28.6302	35.9066	6.0034	
52.0602	-19.4846	10.3662	
5.27374	-65.2764	6.45278	
-56.913	31.007	6	
-29.272	52.2296	10.3323	
40.6308	-44.5244	6.00002	
-39.9944	39.91	6.00002	
66.436	3.86402	6	
35.5204	-55.3822	6.00038	
-25.4278	-67.0638	6	
49.9074	20.975	6	
50.0972	32.9798	6.00622	
-37.411	-67.6972	6.00002	
47.4806	-54.3794	6.00174	
-68.1398	22.7592	6.01242	
42.3674	-65.2374	6	
-13.4695	62.4296	6.33216	
64.9004	-8.4465	6.40594	
60.8642	26.7992	6.40866	
68.1522	15.7407	6	
