DISK version 1
126.074
73
14.4281	53.578	18.9519	
-10.5268	53.578	6.0029	
-7.74654	41.6852	6.21058	
12.0684	28.5738	6.16336	
-25.3298	35.0226	6.01708	
11.3393	6.9364	15.4863	
-7.67674	65.3158	6.07608	
34.6758	7.66774	7.8617	
40.6	44.7156	8.67976	
-23.234	58.5242	7.63312	
-31.6082	15.5912	14.4034	
52.7078	17.3423	12.6018	
-31.8684	45.7074	6.50966	
11.9397	78.711	6.30396	
38.7462	59.311	6.03282	
-36.803	57.2026	6	
-44.2136	47.7582	6.0047	
63.8106	42.2432	14.6622	
58.2818	-0.48312	6.07476	
9.02358	-25.4778	17.0105	
-51.4758	38.047	6.12166	
68.014	6.71656	6.03102	
-48.6922	58.908	6.01082	
70.574	22.6738	6.04294	
-66.6582	50.7942	13.7024	
82.0696	29.7554	7.45878	
-55.1184	22.2968	10.0444	
51.864	-10.7112	6.00008	
-24.5386	73.7196	7.61824	
-18.9994	86.8922	6.67154	
-12.1627	-2.94398	10.0081	
47.262	-23.686	7.76674	
-41.2544	68.389	6.03958	
64.0396	-11.3128	6.19036	
-56.7438	67.8204	6.00008	
84.4876	43.0254	6.0296	
-35.2452	-14.3152	15.7233	
50.7542	58.282	6.01912	
43.1896	-36.839	6.00218	
75.0862	-4.17968	6.95912	
55.0674	-35.0396	6.01106	
33.2442	70.145	6.11834	
27.9262	-40.7832	7.31152	
64.632	67.5744	10.6824	
-49.7798	87.898	15.2508	
-13.0405	-18.9321	6.00402	
-62.1234	7.84654	6.01414	
-13.331	-30.9326	6	
-15.1348	99.0474	6.08314	
74.7504	-17.1352	6.0007	
80.3722	57.6234	7.93952	
61.8154	-24.1566	6.79434	
4.29834	-47.998	6.00004	
-29.4426	94.0766	6.0043	
13.389	90.932	6.00278	
-7.70822	-42.4808	6.84444	
85.017	76.625	11.6215	
11.1025	-62.7824	10.2749	
39.9562	80.999	6.64324	
69.0094	-46.7534	12.1987	
-68.8036	70.806	6.42392	
27.3104	80.7178	6.00578	
37.5642	-54.1062	9.13212	
-5.23986	-70.3628	7.73998	
41.0426	94.8944	7.29458	
32.5696	-80.0136	17.2524	
-80.174	65.373	6.17762	
9.2846	-79.01	6.05422	
-66.4368	-3.36654	6	
52.0788	-58.3966	6.00348	
-90.046	52.842	9.77498	
93.8132	61.3468	6.00782	
-5.68638	-91.6144	13.5162	
