DISK version 1
142.571
72
20	-25.9808	10	
0	-25.9808	10	
-10	-43.3012	10	
30	-43.3012	10	
-1.77636e-15	-60.6218	10	
20	-60.6218	10	
-20	-60.6218	10	
-10	-77.9422	10	
-30	-43.3012	10	
10	-8.66026	10	
-30	-77.9422	10	
-40	-25.9808	10	
10	-77.9422	10	
-3.55272e-15	8.66026	10	
-20	8.66026	10	
-50	-8.66026	10	
50	-43.3012	10	
10	25.9808	10	
-20	-95.2628	10	
-40	8.66026	10	
50	-8.66026	10	
60	-25.9808	10	
-30	25.9808	10	
70	-43.3012	10	
-40	-95.2628	10	
30	25.9808	10	
-20	43.3012	10	
-5.32908e-15	-95.2628	10	
80	-25.9808	10	
70	-8.66026	10	
60	8.66026	10	
-50	-77.9422	10	
-7.10542e-15	43.3012	10	
-60	-25.9808	10	
50	-77.9422	10	
20	43.3012	10	
-70	-8.66026	10	
-50	-43.3012	10	
20	-95.2628	10	
-30	60.6218	10	
-70	-43.3012	10	
-80	-25.9808	10	
80	8.66026	10	
10	60.6218	10	
-80	-60.6218	10	
-1.06581e-14	77.9422	10	
-60	-95.2628	10	
-90	-43.3012	10	
90	-43.3012	10	
-50	-112.583	10	
80	-60.6218	10	
100	-25.9808	10	
110	-43.3012	10	
50	25.9808	10	
70	-77.9422	10	
-70	-77.9422	10	
-50	25.9808	10	
40	43.3012	10	
100	-60.6218	10	
60	43.3012	10	
50	60.6218	10	
90	-77.9422	10	
-40	77.9422	10	
-30	95.2628	10	
-10	95.2628	10	
-20	112.583	10	
-90	-8.66026	10	
-110	-43.3012	10	
-40	112.583	10	
-50	60.6218	10	
-70	-112.583	10	
10	95.2628	10	
