DISK version 1
159.835
61
5.61676	34.6006	6.55774	
4.5521	49.1698	8.0504	
6.29182	17.456	10.6	
19.2771	30.399	7.7341	
-5.63964	-6.61964	16.2699	
-34.8144	-13.928	13.8063	
17.7224	44.1054	6.06006	
16.9081	56.4082	6.2697	
-51.3318	-2.99788	6	
-61.6816	3.18528	6.0561	
2.67116	-44.403	22.4166	
-61.7976	-8.87178	6.00154	
20.3596	-15.7251	11.2777	
53.2492	45.6392	29.4998	
28.4818	20.19	6.01188	
-56.16	-23.3322	9.51902	
29.7014	5.71352	8.51594	
-4.05204	60.2884	6.00862	
-73.0756	12.5486	8.6916	
-13.4131	76.324	12.5593	
-73.0176	-2.86702	6.72414	
-72.7376	-17.5524	7.96394	
-69.9778	-32.1062	6.84908	
-21.5382	-69.3478	12.3445	
-43.1694	-31.9836	6.08872	
10.4786	-94.7314	28.5138	
68.47	106.494	33.2292	
-55.834	-44.7244	11.8756	
-90.5932	35.5246	20.2006	
-42.9236	-77.4838	10.5364	
58.784	-6.65676	23.0884	
30.7258	-49.0178	6.01498	
-23.5632	-87.8066	6.22514	
-50.58	-62.8268	6	
35.7504	-30.2686	9.89758	
-48.2148	94.9572	26.9168	
29.0574	108.357	6.22754	
-82.3006	-74.0996	27.664	
31.4576	120.811	6.45576	
106.947	61.002	26.3522	
-71.8658	55.0002	6.81826	
-14.8019	95.3308	6.4983	
-87.6702	-35.6198	11.1887	
39.751	-56.9514	6.00168	
-1.16644	108.714	12.6072	
42.0084	-44.884	6.0011	
-115.571	-43.2198	17.7283	
-10.0822	-128.608	11.1144	
-72.6896	69.6884	7.89294	
39.1888	-68.9426	6.0027	
42.1076	-80.6828	6.09486	
-59.1878	-102.758	7.0319	
-99.9152	88.4796	25.1878	
-117.585	54.717	12.919	
50.7834	-36.2758	6.29124	
53.196	-63.5894	8.99256	
-59.0672	-116.049	6.25942	
-113.225	21.0036	6.6893	
-72.514	-107.455	7.09802	
81.1576	23.6564	6.0266	
69.0202	-52.9854	10.0561	
