DISK version 1
494.46
250
62.7898	-19.7363	26.9399
11.3691	-19.7363	24.4807
34.6349	-63.8618	25.4027
34.7845	20.733	22.2744
73.154	22.0555	16.1178
59.3129	57.401	21.8412
-22.7848	30.2753	36.0804
114.791	2.82623	29.7452
80.2387	-63.5304	20.2023
-37.449	-29.2901	25.2634
62.7383	-101.163	21.3003
98.6288	-36.2087	12.5034
111.882	-56.9569	12.1162
93.58	44.9994	14.6011
-89.7433	3.02603	36.2103
-6.47222	-54.8166	14.8759
-4.48144	-93.0353	23.3947
160.33	-46.5634	37.4348
98.4794	85.9115	26.6033
-75.6439	64.5726	26.9305
-31.4456	-66.9809	12.9025
-125.778	52.1563	24.7183
-110.011	88.6392	15.0258
111.473	-89.4676	20.3971
-150.144	9.36671	24.5226
-28.1731	96.3071	30.1708
-180.602	54.7925	30.1691
-62.6612	-64.916	18.3813
-76.2706	111.886	20.3868
175.924	24.184	35.0106
-47.5051	153.505	30.2058
-146.406	93.4643	21.4537
-200.81	1.59674	26.7357
-132.015	-25.5325	14.8044
21.9163	145.06	39.7274
20.2247	86.0556	19.3008
-39.8137	-90.4679	12.0308
-192.304	111.709	27.938
26.1764	-134.541	28.2063
204.087	-17.3544	15.1753
125.022	48.4712	17.0323
220.735	-51.94	23.2084
-237.905	42.4521	28.4473
247.757	-6.23358	29.8888
79.625	-145.788	26.4127
-15.251	186.381	15.8503
-75.1121	-109.836	28.2319
-169.113	-24.62	14.399
51.1245	99.495	14.3951
-115.294	154.77	37.5946
-199.247	-50.3242	25.2087
42.5203	-200.136	39.3942
-11.2552	-169.063	22.7136
-256.021	-27.868	35.8455
115.73	-194.286	34.0493
-184.8	173.615	34.421
201.181	-109.637	37.7117
-237.615	142.531	26.8622
230.59	43.9008	23.1033
-232.545	-73.1543	15.1642
-262.876	-78.9763	15.7205
-48.6701	207.245	23.5468
73.0227	117.42	13.9038
-244.154	199.25	30.2323
-297.296	-66.6987	20.8243
132.911	-133.229	28.3336
6.8465	237.134	39.5044
87.4997	-245.853	24.7396
175.664	-170.878	28.633
-102.021	-54.2749	22.3912
256.178	-47.7582	12.4811
-237.004	-126.682	38.5491
-109.514	-88.2372	12.3879
-80.4763	190.588	12.3572
-157.411	-53.483	16.7458
34.8691	-274.154	35.0175
-32.0894	-121.686	16.3929
-197.348	236.176	29.3864
137.072	76.1924	13.1946
-284.969	-100.375	15.0374
-247.848	253.291	23.9347
76.3738	201.433	38.6533
-130.177	-74.6307	12.3523
-142.939	198.911	14.489
-26.0264	-222.47	32.6992
-107.29	217.46	25.6044
-49.5342	-152.483	19.0018
-162.349	-96.4898	26.5435
-81.4904	-150.582	13.0109
267.997	34.3863	15.494
236.884	-170.198	32.5907
-290.112	229.286	24.6704
-47.3103	246.169	15.4009
131.644	-245.319	19.4076
261.9	62.5875	13.3586
253.627	-82.1928	21.4811
64.4094	262.198	23.2784
162.815	-221.038	20.1049
177.272	87.8378	28.6575
252.716	-118.191	14.5288
286.869	55.2768	12.6588
286.919	97.6544	29.7188
135.111	103.234	13.9176
154.593	129.611	18.8744
-301.679	28.6426	36.8051
326.116	57.1671	26.634
243.707	84.8109	15.3616
-169.645	-158.593	35.9865
-312.16	-28.3592	20.2956
-303.257	-140.601	29.1505
289.964	11.8039	16.0104
300.555	-111.395	33.7904
305.158	-40.6088	37.0181
32.6937	288.213	17.7422
-288.7	277.477	23.5408
-271.602	74.6357	18.1496
-268.49	-180.212	23.5544
220.771	115.277	22.7734
75.6262	320.194	35.7925
-132.475	-124.531	14.4293
-216.942	78.3968	13.1637
108.164	272.756	21.7318
322.523	14.0563	16.6262
371.632	19.0472	32.736
-315.779	-194.01	25.7061
217.406	76.6308	12.1826
277.367	-151.086	12.1777
258.37	143.297	24.1176
-313.609	-97.2128	13.7765
-339.766	-112.859	16.7031
289.226	-182.187	21.1072
331.953	-162.301	26.0205
-280.779	-219.449	17.5619
-333.574	-74.688	16.3229
-347.769	-6.7953	21.3336
-19.3169	311.339	39.178
-308.492	-231.797	12.7776
-242.335	87.3809	13.7719
-351.351	-147.021	19.37
299.899	142.964	17.4132
-75.2344	-187.507	24.4397
360.782	-118.039	26.8024
338.972	-84.8743	12.8914
378.768	-59.8124	34.139
114	130.224	20.3484
-29.4422	-285.336	30.2588
-296.004	160.8	34.3185
-246.297	303.317	26.1162
-263.949	108.065	16.144
-373.316	-87.4111	25.4061
-80.9182	-253.412	30.3126
-343.634	-44.7994	15.2131
321.933	122.058	12.9604
-227.038	-182.295	17.9501
285.353	173.329	16.2562
115.888	-287.892	25.9872
161.086	-273.599	21.4165
76.9722	146.401	15.3448
-332.949	206.022	24.0765
